Facility,Noah,Noah,Noah,Noah,Noah,Noah,Noah,Noah,Noah,Noah,Noah,Noah,Noah,Noah,Noah,Noah
Meter name,1st Floor Electricity,1st Floor Res Elec Use,2nd Floor Electricity,2nd Floor Res Elec Use,3rd Floor Electricity,3rd Floor Res Elec Use,4th Floor Electricity,4th Floor Res Elec Use,Basement Elec,Electricity Use,High Flow H2O,HVAC Electricity Use,Low Flow H2O,Noah Residential Electricity Use,Total Lighting and Plug Load,Water Use
Meter id,oberlin_noah_1st_floor_e,oberlin_noah_res_1st_floor_e,oberlin_noah_2nd_floor_e,oberlin_noah_res_2nd_floor_e,oberlin_noah_3rd_floor_e,oberlin_noah_res_3rd_floor_e,oberlin_noah_4th_floor_e,oberlin_noah_res_4th_floor_e,oberlin_noah_basement_e,oberlin_noah_main_e,oberlin_noah_high_h2o,oberlin_noah_hvac_e,oberlin_noah_low_h2o,oberlin_noah_res_e,oberlin_noah_light_plug_tot_e,oberlin_noah_total_h2o

Timestamp,Noah - 1st Floor Electricity (kWh),Noah - 1st Floor Res Elec Use (kWh),Noah - 2nd Floor Electricity (kWh),Noah - 2nd Floor Res Elec Use (kWh),Noah - 3rd Floor Electricity (kWh),Noah - 3rd Floor Res Elec Use (kWh),Noah - 4th Floor Electricity (kWh),Noah - 4th Floor Res Elec Use (kWh),Noah - Basement Elec (kWh),Noah - Electricity Use (kWh),Noah - High Flow H2O (gal),Noah - HVAC Electricity Use (kWh),Noah - Low Flow H2O (gal),Noah - Noah Residential Electricity Use (kWh),Noah - Total Lighting and Plug Load (kWh),Noah - Water Use (gal)
2022-04-14 14:45,0.74,0.76172,0.405,0.41678,0.39375,0.40472,0.27875,0.28678,-0.56875,1.87,10.034,0.62125,18.29811,1.8175,1.8175,28.33211
2022-04-14 15:00,0.7325,0.79931,0.31375,0.34237,0.3925,0.42883,0.2925,0.3195,-0.466,1.89,3.806,0.62475,22.20678,1.73125,1.73125,26.01278
2022-04-14 15:15,0.73375,0.79549,0.34875,0.37753,0.42125,0.45324,0.3075,0.33368,-0.4795,1.96,2.422,0.62825,8.75127,1.81125,1.81125,11.17327
2022-04-14 15:30,0.7175,0.79148,0.35875,0.39637,0.3875,0.4271,0.30375,0.33508,-0.437,1.95,1.73,0.6195,22.37973,1.7675,1.7675,24.10973
2022-04-14 15:45,0.645,0.71493,0.3725,0.41318,0.3925,0.43476,0.28625,0.31715,-0.4305,1.88,3.114,0.61425,16.56861,1.69625,1.69625,19.68261
2022-04-14 16:00,0.76625,0.75882,0.37125,0.3677,0.43625,0.43234,0.335,0.33116,-0.6295,1.89,4.498,0.61075,8.16324,1.90875,1.90875,12.66124
2022-04-14 16:15,0.74625,0.77132,0.34375,0.35551,0.38625,0.3994,0.3325,0.34379,-0.55475,1.87,2.422,0.616,11.69142,1.80875,1.80875,14.11342
2022-04-14 16:30,0.7925,0.81127,0.38875,0.39858,0.4225,0.43291,0.35875,0.36722,-0.57375,2.01,3.114,0.62125,12.72912,1.9625,1.9625,15.84312
2022-04-14 16:45,0.81125,0.84031,0.3925,0.40714,0.4575,0.47459,0.345,0.35793,-0.551,2.08,3.46,0.62475,5.15391,2.00625,2.00625,8.61391
2022-04-14 17:00,0.75875,0.81997,0.37375,0.40375,0.4375,0.47251,0.34625,0.37372,-0.4675,2.07,5.882,0.62125,12.31404,1.91625,1.91625,18.19604
2022-04-14 17:15,0.84375,0.86194,0.39625,0.405,0.47375,0.48393,0.3125,0.31917,-0.57575,2.07,5.882,0.6195,28.26003,2.02625,2.02625,34.14203
2022-04-14 17:30,0.8825,0.92288,0.3625,0.37961,0.465,0.48728,0.325,0.3402,-0.52275,2.13,3.806,0.61775,14.66616,2.035,2.035,18.47216
2022-04-14 17:45,0.805,0.84125,0.3625,0.37883,0.47125,0.4925,0.30375,0.31741,-0.53025,2.03,3.114,0.61775,8.75127,1.9425,1.9425,11.86527
2022-04-14 18:00,0.8125,0.86376,0.39875,0.42423,0.49625,0.52729,0.36375,0.38473,-0.48725,2.2,2.422,0.616,16.08435,2.07125,2.07125,18.50635
2022-04-14 18:15,0.8175,0.85669,0.3825,0.40101,0.5475,0.57293,0.38125,0.39937,-0.513,2.23,12.11,0.61425,33.5523,2.12875,2.12875,45.6623
2022-04-14 18:30,0.79875,0.81482,0.39875,0.40687,0.4675,0.47742,0.35375,0.36085,-0.58175,2.06,2.768,0.623,34.14033,2.01875,2.01875,36.90833
2022-04-14 18:45,0.81,0.80749,0.39625,0.39459,0.47625,0.47429,0.315,0.31366,-0.62875,1.99,3.114,0.62125,16.56861,1.9975,1.9975,19.68261
2022-04-14 19:00,0.82625,0.89661,0.40125,0.43516,0.43875,0.47531,0.325,0.35291,-0.45075,2.16,5.536,0.6195,14.04354,1.99125,1.99125,19.57954
2022-04-14 19:15,0.7975,0.87178,0.4225,0.46245,0.44,0.48044,0.28875,0.31534,-0.44175,2.13,3.46,0.623,26.04627,1.94875,1.94875,29.50627
2022-04-14 19:30,0.8,0.86583,0.39625,0.429,0.53375,0.57759,0.3025,0.32757,-0.4555,2.2,7.266,0.623,21.20367,2.0325,2.0325,28.46967
2022-04-14 19:45,0.8475,0.89272,0.385,0.40587,0.6,0.63317,0.33,0.34821,-0.5055,2.28,1.384,0.623,7.6098,2.1625,2.1625,8.9938
2022-04-14 20:00,0.89125,0.94349,0.4225,0.44636,0.5925,0.62622,0.2975,0.31394,-0.49675,2.33,3.114,0.623,9.6852,2.20375,2.20375,12.7992
2022-04-14 20:15,0.90625,1.02885,0.46375,0.52699,0.62,0.70361,0.3525,0.40052,-0.30375,2.66,7.266,0.62125,33.82902,2.3425,2.3425,41.09502
2022-04-14 20:30,0.8875,0.96804,0.485,0.52816,0.7025,0.74487,0.35625,0.38893,-0.42075,2.63,8.65,0.6195,59.11431,2.43125,2.43125,67.76431
2022-04-14 20:45,1.0075,1.12365,0.5225,0.58432,0.6025,0.66749,0.36625,0.40449,-0.33825,2.78,1.384,0.6195,45.93552,2.49875,2.49875,47.31952
2022-04-14 21:00,0.9075,1.01657,0.45625,0.51107,0.5725,0.64124,0.39375,0.44113,-0.34125,2.61,6.574,0.62125,33.10263,2.33,2.33,39.67663
2022-04-14 21:15,0.93875,1.0193,0.4725,0.51186,0.5525,0.60077,0.36625,0.39806,-0.423,2.53,2.076,0.623,38.25654,2.33,2.33,40.33254
2022-04-14 21:30,0.95,1.01069,0.53125,0.56544,0.53375,0.56774,0.3725,0.39611,-0.4705,2.54,2.422,0.623,28.0179,2.3875,2.3875,30.4399
2022-04-14 21:45,0.9325,0.97153,0.56375,0.58734,0.54,0.56302,0.41125,0.42809,-0.517,2.55,8.996,0.6195,37.80687,2.4475,2.4475,46.80287
2022-04-14 22:00,1.05375,1.09092,0.54875,0.57166,0.56,0.58212,0.34,0.35532,-0.5255,2.6,3.806,0.623,19.92384,2.5025,2.5025,23.72984
2022-04-14 22:15,0.8925,0.96231,0.53875,0.58178,0.5675,0.61336,0.38375,0.41258,-0.44075,2.57,5.882,0.62825,14.49321,2.3825,2.3825,20.37521
2022-04-14 22:30,0.91625,1.04306,0.5175,0.58955,0.5875,0.66775,0.3675,0.41963,-0.29525,2.72,6.574,0.6265,27.56823,2.38875,2.38875,34.14223
2022-04-14 22:45,1.0475,1.17053,0.525,0.58859,0.5575,0.62478,0.4075,0.45609,-0.32225,2.84,11.072,0.62475,30.81969,2.5375,2.5375,41.89169
2022-04-14 23:00,0.95875,1.08289,0.55,0.62146,0.5475,0.61786,0.3875,0.43781,-0.31025,2.76,4.844,0.6265,17.88303,2.44375,2.44375,22.72703
2022-04-14 23:15,0.91125,1.0015,0.5375,0.59055,0.54125,0.59472,0.385,0.42329,-0.3915,2.61,5.882,0.6265,31.30395,2.375,2.375,37.18595
2022-04-14 23:30,0.92125,1.02075,0.5275,0.5843,0.5275,0.58393,0.38,0.42105,-0.37275,2.61,6.574,0.6265,26.94561,2.35625,2.35625,33.51961
2022-04-14 23:45,1.00625,1.09728,0.5225,0.56861,0.49375,0.5368,0.365,0.39734,-0.41575,2.6,3.46,0.62825,25.66578,2.3875,2.3875,29.12578
2022-04-15 00:00,0.81625,0.92762,0.51875,0.58908,0.52875,0.5998,0.31125,0.35351,-0.33325,2.47,8.304,0.62825,25.66578,2.175,2.175,33.96978
2022-04-15 00:15,0.89875,1.00445,0.49125,0.5486,0.515,0.57567,0.35,0.39126,-0.3615,2.52,6.92,0.6265,30.26625,2.255,2.255,37.18625
2022-04-15 00:30,0.87375,0.99433,0.435,0.49451,0.43375,0.49304,0.35875,0.40813,-0.3395,2.39,4.152,0.62825,28.53675,2.10125,2.10125,32.68875
2022-04-15 00:45,0.765,0.89756,0.425,0.49855,0.4075,0.47858,0.32875,0.38533,-0.298,2.26,1.73,0.63175,9.92733,1.92625,1.92625,11.65733
2022-04-15 01:00,0.785,0.92377,0.43,0.50624,0.4375,0.51494,0.31875,0.37503,-0.28125,2.32,1.384,0.63,18.71319,1.97125,1.97125,20.09719
2022-04-15 01:15,0.6625,0.80818,0.425,0.51848,0.41375,0.50424,0.3275,0.39911,-0.22875,2.23,2.422,0.63,16.70697,1.82875,1.82875,19.12897
2022-04-15 01:30,0.7075,0.86281,0.43375,0.52866,0.395,0.48192,0.30875,0.37657,-0.225,2.25,5.882,0.63,19.16286,1.845,1.845,25.04486
2022-04-15 01:45,0.61875,0.78424,0.3725,0.47247,0.42125,0.53422,0.315,0.39906,-0.1675,2.19,2.422,0.63,4.98096,1.7275,1.7275,7.40296
2022-04-15 02:00,0.65625,0.77013,0.3625,0.42584,0.42,0.49291,0.325,0.38115,-0.32375,2.07,6.574,0.63,20.16597,1.76375,1.76375,26.73997
2022-04-15 02:15,0.61,0.76761,0.3525,0.44408,0.38125,0.47893,0.2625,0.32933,-0.2145,2.02,2.422,0.62825,9.20094,1.60625,1.60625,11.62294
2022-04-15 02:30,0.68875,0.85899,0.38875,0.48461,0.3875,0.48292,0.2275,0.28352,-0.2125,2.11,1.73,0.63,19.30122,1.6925,1.6925,21.03122
2022-04-15 02:45,0.62875,0.78583,0.3425,0.42782,0.3875,0.48435,0.2575,0.32199,-0.22625,2.02,1.73,0.63,24.00546,1.61625,1.61625,25.73546
2022-04-15 03:00,0.5825,0.7678,0.31875,0.41996,0.34625,0.4571,0.20875,0.2751,-0.1645,1.92,0.0,0.62825,27.29151,1.45625,1.45625,27.29151
2022-04-15 03:15,0.57375,0.74935,0.31375,0.40977,0.38,0.49721,0.20125,0.26367,-0.17875,1.92,1.384,0.63,17.12205,1.46875,1.46875,18.50605
2022-04-15 03:30,0.62125,0.7905,0.30625,0.38995,0.345,0.43866,0.24375,0.31089,-0.21275,1.93,1.73,0.6265,15.63468,1.51625,1.51625,17.36468
2022-04-15 03:45,0.53375,0.7291,0.33375,0.45645,0.33,0.45056,0.2225,0.30388,-0.1065,1.94,0.0,0.6265,1.55655,1.42,1.42,1.55655
2022-04-15 04:00,0.48625,0.65269,0.33875,0.45445,0.345,0.46293,0.22375,0.29991,-0.152,1.87,0.692,0.62825,2.7672,1.39375,1.39375,3.4592
2022-04-15 04:15,0.47,0.64926,0.30375,0.41936,0.305,0.42118,0.24625,0.3402,-0.1215,1.83,0.0,0.6265,4.91178,1.325,1.325,4.91178
2022-04-15 04:30,0.485,0.66541,0.325,0.44547,0.3125,0.42865,0.22625,0.31048,-0.12525,1.85,0.692,0.6265,0.89934,1.34875,1.34875,1.59134
2022-04-15 04:45,0.46625,0.64479,0.335,0.46488,0.35125,0.48565,0.19125,0.26465,-0.1085,1.86,0.0,0.62475,0.51885,1.34375,1.34375,0.51885
2022-04-15 05:00,0.45,0.60484,0.34,0.45685,0.33375,0.44868,0.2225,0.29962,-0.15925,1.81,0.692,0.623,1.24524,1.34625,1.34625,1.93724
2022-04-15 05:15,0.435,0.62647,0.31,0.44634,0.29125,0.41923,0.2,0.28794,-0.07575,1.78,0.0,0.6195,0.0,1.23625,1.23625,0.0
2022-04-15 05:30,0.44375,0.61557,0.325,0.45066,0.325,0.44941,0.2125,0.29435,-0.114,1.81,0.0,0.61775,0.55344,1.30625,1.30625,0.55344
2022-04-15 05:45,0.4525,0.63946,0.3025,0.42725,0.32125,0.45333,0.22625,0.31997,-0.08025,1.84,0.0,0.61775,0.0,1.3025,1.3025,0.0
2022-04-15 06:00,0.4175,0.59229,0.375,0.53137,0.3,0.42645,0.2325,0.32991,-0.06275,1.88,0.346,0.61775,0.83016,1.325,1.325,1.17616
2022-04-15 06:15,0.46,0.61717,0.39625,0.53152,0.3075,0.41303,0.2225,0.29822,-0.144,1.86,0.0,0.61775,0.48426,1.38625,1.38625,0.48426
2022-04-15 06:30,0.51875,0.73316,0.30625,0.43233,0.34875,0.49252,0.235,0.33196,-0.0365,1.99,1.038,0.61775,9.89274,1.40875,1.40875,10.93074
2022-04-15 06:45,0.50375,0.66186,0.31875,0.41703,0.43875,0.57842,0.2,0.26267,-0.16075,1.92,1.384,0.6195,13.76682,1.46125,1.46125,15.15082
2022-04-15 07:00,0.44125,0.54596,0.2725,0.33678,0.3675,0.45503,0.22,0.27221,-0.309,1.61,0.0,0.61775,11.4147,1.30125,1.30125,11.4147
2022-04-15 07:15,0.55625,0.69668,0.31625,0.39495,0.38,0.47552,0.22625,0.28283,-0.24475,1.85,2.768,0.616,16.70697,1.47875,1.47875,19.47497
2022-04-15 07:30,0.74,0.8924,0.3275,0.39546,0.37125,0.4488,0.2425,0.29334,-0.2655,2.03,0.0,0.61425,4.04703,1.68125,1.68125,4.04703
2022-04-15 07:45,0.70875,0.86091,0.32625,0.39601,0.39875,0.48494,0.2125,0.25812,-0.2605,2.0,2.422,0.61425,5.22309,1.64625,1.64625,7.64509
2022-04-15 08:00,0.76875,0.88502,0.31,0.35651,0.43,0.49506,0.2375,0.27337,-0.34875,2.01,4.498,0.6125,15.46173,1.74625,1.74625,19.95973
2022-04-15 08:15,0.80625,0.90081,0.3225,0.35994,0.3675,0.41096,0.2575,0.28832,-0.408,1.96,5.536,0.61425,26.9802,1.75375,1.75375,32.5162
2022-04-15 08:30,0.8075,0.89667,0.35625,0.39739,0.42,0.46743,0.2875,0.31852,-0.40725,2.08,13.84,0.616,54.89433,1.87125,1.87125,68.73433
2022-04-15 08:45,0.805,0.847,0.445,0.46656,0.37625,0.39525,0.2675,0.28116,-0.51625,1.99,4.844,0.6125,15.70386,1.89375,1.89375,20.54786
2022-04-15 09:00,0.7775,0.85894,0.30375,0.33573,0.3125,0.34565,0.235,0.25971,-0.4395,1.8,4.152,0.61075,29.33232,1.62875,1.62875,33.48432
2022-04-15 09:15,0.71,0.81693,0.365,0.42193,0.3475,0.40083,0.28875,0.33031,-0.352,1.97,2.076,0.61075,31.4769,1.71125,1.71125,33.5529
2022-04-15 09:30,0.73125,0.81271,0.355,0.3959,0.40375,0.4487,0.2275,0.25266,-0.4165,1.91,5.536,0.609,19.99302,1.7175,1.7175,25.52902
2022-04-15 09:45,0.72625,0.77981,0.39,0.41752,0.3525,0.37697,0.25875,0.27575,-0.4865,1.85,4.844,0.609,23.07153,1.7275,1.7275,27.91553
2022-04-15 10:00,0.73,0.83854,0.37625,0.43247,0.30625,0.35177,0.1975,0.22723,-0.3725,1.85,0.346,0.6125,4.56588,1.61,1.61,4.91188
2022-04-15 10:15,0.55625,0.68783,0.31875,0.3947,0.3625,0.44966,0.21625,0.2678,-0.2645,1.8,4.844,0.61075,7.99029,1.45375,1.45375,12.83429
2022-04-15 10:30,0.73875,0.85658,0.33625,0.391,0.32,0.37121,0.28625,0.33122,-0.3315,1.95,4.152,0.60025,18.26352,1.68125,1.68125,22.41552
2022-04-15 10:45,0.83625,0.93424,0.355,0.39696,0.39625,0.44236,0.30125,0.33646,-0.38775,2.11,4.844,0.609,19.7163,1.88875,1.88875,24.5603
2022-04-15 11:00,0.8525,0.9759,0.345,0.39498,0.395,0.45283,0.3025,0.34633,-0.34275,2.17,6.228,0.61775,11.79519,1.895,1.895,18.02319
2022-04-15 11:15,0.77125,0.8451,0.33125,0.36308,0.4375,0.47364,0.345,0.37817,-0.441,2.06,4.152,0.616,29.15937,1.885,1.885,33.31137
2022-04-15 11:30,0.76,0.82909,0.3175,0.34722,0.4325,0.46374,0.3675,0.39997,-0.4465,2.04,2.076,0.609,18.54024,1.8775,1.8775,20.61624
2022-04-15 11:45,0.855,0.91885,0.30625,0.32863,0.455,0.48558,0.32375,0.34697,-0.46725,2.08,6.92,0.60725,26.91102,1.94,1.94,33.83102
2022-04-15 12:00,0.92375,0.99144,0.32625,0.34954,0.4325,0.46381,0.3125,0.3352,-0.46225,2.14,5.882,0.60725,17.01828,1.995,1.995,22.90028
2022-04-15 12:15,0.86125,0.84804,0.44875,0.44064,0.51375,0.50619,0.32,0.31512,-0.64275,2.11,6.228,0.609,14.56239,2.14375,2.14375,20.79039
2022-04-15 12:30,0.77,0.78756,0.3825,0.39092,0.455,0.46508,0.29,0.29643,-0.57175,1.94,4.152,0.61425,7.67898,1.8975,1.8975,11.83098
2022-04-15 12:45,0.74,0.77777,0.3525,0.37053,0.4275,0.44823,0.3175,0.33347,-0.52525,1.93,2.076,0.61775,9.92733,1.8375,1.8375,12.00333
2022-04-15 13:00,0.73875,0.74822,0.37625,0.38112,0.4025,0.4083,0.26875,0.27233,-0.594,1.81,2.768,0.61775,8.88963,1.78625,1.78625,11.65763
2022-04-15 13:15,0.73,0.72165,0.365,0.36092,0.4475,0.44247,0.28875,0.28496,-0.64075,1.81,5.882,0.6195,17.67549,1.83125,1.83125,23.55749
2022-04-15 13:30,0.71625,0.76761,0.41625,0.44679,0.4275,0.45859,0.28625,0.30699,-0.48225,1.98,6.92,0.616,23.24448,1.84625,1.84625,30.16448
2022-04-15 13:45,0.7,0.74572,0.4125,0.4387,0.41375,0.44042,0.2775,0.29516,-0.498,1.92,1.73,0.61425,3.14769,1.80375,1.80375,4.87769
2022-04-15 14:00,0.66875,0.72777,0.33125,0.36032,0.41,0.44572,0.25375,0.2762,-0.46275,1.81,2.768,0.609,3.28605,1.66375,1.66375,6.05405
2022-04-15 14:15,0.72,0.76372,0.34,0.3604,0.39875,0.4231,0.27625,0.29278,-0.504,1.84,1.038,0.609,4.8426,1.735,1.735,5.8806
2022-04-15 14:30,0.72625,0.77024,0.3975,0.42159,0.39,0.41271,0.27,0.2855,-0.4975,1.89,2.422,0.60375,3.77031,1.78375,1.78375,6.19231
2022-04-15 14:45,0.72,0.7787,0.4125,0.44674,0.39125,0.42379,0.26875,0.2908,-0.45625,1.94,6.92,0.60375,24.17841,1.7925,1.7925,31.09841
2022-04-15 15:00,0.69875,0.72863,0.40125,0.41862,0.435,0.45356,0.30625,0.31912,-0.52325,1.92,1.384,0.602,17.39877,1.84125,1.84125,18.78277
2022-04-15 15:15,0.74,0.73801,0.3925,0.39098,0.4375,0.43583,0.28625,0.28517,-0.603,1.85,3.114,0.59675,17.22582,1.85625,1.85625,20.33982
2022-04-15 15:30,0.75,0.76657,0.395,0.40378,0.46,0.46995,0.26375,0.2697,-0.55375,1.91,4.844,0.595,17.05287,1.86875,1.86875,21.89687
2022-04-15 15:45,0.65625,0.6773,0.4525,0.46648,0.41875,0.4331,0.27375,0.28312,-0.538,1.86,3.114,0.59675,6.08784,1.80125,1.80125,9.20184
2022-04-15 16:00,0.77125,0.77943,0.42375,0.42822,0.40625,0.41103,0.27875,0.28133,-0.5785,1.9,3.46,0.5985,22.41432,1.88,1.88,25.87432
2022-04-15 16:15,0.765,0.77814,0.36625,0.37237,0.45,0.45767,0.2475,0.25179,-0.57075,1.86,5.882,0.602,10.30782,1.82875,1.82875,16.18982
2022-04-15 16:30,0.77375,0.78127,0.36875,0.37224,0.425,0.42873,0.285,0.28774,-0.58275,1.87,7.958,0.60025,30.30084,1.8525,1.8525,38.25884
2022-04-15 16:45,0.8425,0.84263,0.39625,0.39652,0.39375,0.39363,0.3075,0.3072,-0.602,1.94,7.612,0.602,37.63392,1.94,1.94,45.24592
2022-04-15 17:00,0.83125,0.85637,0.38125,0.3925,0.40875,0.42053,0.31125,0.3206,-0.5445,1.99,1.73,0.602,8.37078,1.9325,1.9325,10.10078
2022-04-15 17:15,0.80125,0.81662,0.46625,0.46363,0.36875,0.37475,0.32,0.32499,-0.58,1.98,4.498,0.60375,22.1376,1.95625,1.95625,26.6356
2022-04-15 17:30,0.8025,0.84762,0.37625,0.39736,0.36,0.38025,0.3075,0.32472,-0.49825,1.95,3.114,0.602,27.08397,1.84625,1.84625,30.19797
2022-04-15 17:45,0.83875,0.90608,0.37125,0.40109,0.375,0.40505,0.30375,0.32775,-0.45075,2.04,0.0,0.602,6.29538,1.88875,1.88875,6.29538
2022-04-15 18:00,0.76875,0.78953,0.4025,0.41379,0.36625,0.37647,0.3125,0.3202,-0.55025,1.9,0.692,0.60025,4.60047,1.85,1.85,5.29247
2022-04-15 18:15,0.78625,0.79699,0.4125,0.41859,0.37125,0.37647,0.28375,0.28794,-0.574,1.88,4.498,0.60025,18.92073,1.85375,1.85375,23.41873
2022-04-15 18:30,0.74125,0.78239,0.37,0.39048,0.36125,0.38092,0.31875,0.33619,-0.49975,1.89,7.612,0.5985,31.89198,1.79125,1.79125,39.50398
2022-04-15 18:45,0.73125,0.80604,0.3775,0.41516,0.35125,0.38667,0.34625,0.38213,-0.4165,1.99,2.768,0.60025,12.65994,1.80625,1.80625,15.42794
2022-04-15 19:00,0.785,0.85792,0.34125,0.37301,0.335,0.36645,0.34125,0.37265,-0.431,1.97,2.768,0.5985,6.39915,1.8025,1.8025,9.16715
2022-04-15 19:15,0.76375,0.78856,0.3775,0.38938,0.45625,0.45839,0.3425,0.35367,-0.54675,1.99,3.46,0.59675,15.42714,1.94,1.94,18.88714
2022-04-15 19:30,0.7925,0.85722,0.37125,0.40665,0.37625,0.4114,0.32375,0.35478,-0.4305,2.03,3.114,0.59675,19.57794,1.86375,1.86375,22.69194
2022-04-15 19:45,0.76375,0.79739,0.3225,0.33706,0.43875,0.45751,0.305,0.31805,-0.51675,1.91,3.114,0.59675,20.51187,1.83,1.83,23.62587
2022-04-15 20:00,0.82,0.95736,0.3775,0.44278,0.46875,0.54869,0.39875,0.46119,-0.2605,2.41,4.844,0.6055,13.4901,2.065,2.065,18.3341
2022-04-15 20:15,0.77875,0.95585,0.37125,0.45558,0.5175,0.6351,0.32875,0.40344,-0.15525,2.45,0.346,0.609,21.27285,1.99625,1.99625,21.61885
2022-04-15 20:30,0.92875,1.08915,0.46125,0.5431,0.4775,0.56213,0.37125,0.43565,-0.223,2.63,5.536,0.61425,28.60593,2.23875,2.23875,34.14193
2022-04-15 20:45,0.7975,0.94493,0.5,0.59201,0.505,0.59814,0.33375,0.39488,-0.22575,2.53,2.768,0.6195,18.64401,2.13625,2.13625,21.41201
2022-04-15 21:00,0.7725,0.88851,0.47625,0.54777,0.5075,0.58401,0.33875,0.38973,-0.3045,2.41,4.152,0.6195,31.85739,2.095,2.095,36.00939
2022-04-15 21:15,0.85625,0.97287,0.44875,0.50943,0.4825,0.5474,0.3525,0.40027,-0.333,2.43,5.19,0.623,16.01517,2.14,2.14,21.20517
2022-04-15 21:30,0.89,0.97919,0.4375,0.48156,0.51,0.56153,0.38875,0.42774,-0.3975,2.45,5.19,0.62125,49.67124,2.22625,2.22625,54.86124
2022-04-15 21:45,0.74625,0.84983,0.41625,0.47474,0.58625,0.65369,0.38,0.43173,-0.33825,2.41,5.19,0.6195,63.12675,2.12875,2.12875,68.31675
2022-04-15 22:00,0.845,0.98692,0.4725,0.5528,0.58,0.67448,0.3125,0.36582,-0.246,2.58,3.806,0.616,38.049,2.21,2.21,41.855
2022-04-15 22:15,0.90875,1.08931,0.46125,0.55319,0.5175,0.61995,0.34,0.40756,-0.17,2.67,2.076,0.6125,15.39255,2.2275,2.2275,17.46855
2022-04-15 22:30,0.8225,0.95135,0.5275,0.6094,0.51375,0.59375,0.39375,0.45548,-0.26525,2.61,5.882,0.61775,27.60282,2.2575,2.2575,33.48482
2022-04-15 22:45,0.855,0.98377,0.58625,0.67556,0.51125,0.58813,0.4025,0.46258,-0.261,2.71,4.498,0.616,28.74429,2.355,2.355,33.24229
2022-04-15 23:00,0.835,0.95557,0.5325,0.6092,0.53,0.60638,0.41125,0.46889,-0.28825,2.64,4.498,0.6195,23.31366,2.30875,2.30875,27.81166
2022-04-15 23:15,0.8025,0.95705,0.5375,0.64106,0.495,0.58962,0.42125,0.5023,-0.184,2.69,8.996,0.61775,29.71281,2.25625,2.25625,38.70881
2022-04-15 23:30,0.8375,0.95177,0.52,0.59094,0.4625,0.52578,0.44125,0.50152,-0.309,2.57,3.114,0.61775,13.55928,2.26125,2.26125,16.67328
2022-04-15 23:45,0.8675,0.97601,0.5375,0.60484,0.49125,0.55254,0.42375,0.47663,-0.32425,2.61,4.152,0.61425,29.02101,2.32,2.32,33.17301
2022-04-16 00:00,0.85125,0.97517,0.5275,0.60466,0.43625,0.5002,0.42875,0.48999,-0.28625,2.57,6.92,0.6125,29.26314,2.24375,2.24375,36.18314
2022-04-16 00:15,0.8975,1.01307,0.5375,0.60681,0.415,0.46816,0.33875,0.382,-0.33475,2.47,5.882,0.616,23.65956,2.18875,2.18875,29.54156
2022-04-16 00:30,0.8075,0.8982,0.5575,0.61886,0.4725,0.52351,0.30625,0.33941,-0.37975,2.38,4.152,0.616,7.29849,2.14375,2.14375,11.45049
2022-04-16 00:45,0.73625,0.78913,0.54875,0.58874,0.54375,0.58336,0.2975,0.31878,-0.464,2.28,3.46,0.61775,9.13176,2.12625,2.12625,12.59176
2022-04-16 01:00,0.78625,0.83134,0.52,0.5495,0.48375,0.51088,0.32,0.33825,-0.49775,2.23,4.498,0.61775,20.82318,2.11,2.11,25.32118
2022-04-16 01:15,0.77625,0.88973,0.45875,0.52587,0.465,0.53361,0.32375,0.37077,-0.304,2.32,4.498,0.60025,15.94599,2.02375,2.02375,20.44399
2022-04-16 01:30,0.6975,0.79404,0.44,0.50092,0.425,0.4836,0.3,0.34145,-0.3375,2.12,1.384,0.595,2.24835,1.8625,1.8625,3.63235
2022-04-16 01:45,0.65,0.72795,0.44125,0.49429,0.46625,0.52215,0.3175,0.3556,-0.37175,2.1,3.46,0.59675,8.54373,1.875,1.875,12.00373
2022-04-16 02:00,0.645,0.74439,0.39875,0.46025,0.44,0.50849,0.34375,0.39685,-0.31425,2.11,2.422,0.59675,4.32375,1.8275,1.8275,6.74575
2022-04-16 02:15,0.47375,0.58898,0.35,0.43557,0.39875,0.49569,0.31375,0.38977,-0.22475,1.91,4.152,0.5985,12.07191,1.53625,1.53625,16.22391
2022-04-16 02:30,0.565,0.69606,0.3375,0.41576,0.40875,0.50317,0.26375,0.32499,-0.2335,1.94,3.114,0.5985,14.70075,1.575,1.575,17.81475
2022-04-16 02:45,0.5675,0.73193,0.34375,0.44304,0.395,0.50936,0.26,0.33566,-0.1465,2.02,1.73,0.60025,10.27323,1.56625,1.56625,12.00323
2022-04-16 03:00,0.55625,0.68189,0.37125,0.45603,0.31875,0.3914,0.245,0.30063,-0.26325,1.83,2.076,0.602,7.22931,1.49125,1.49125,9.30531
2022-04-16 03:15,0.54875,0.73024,0.37875,0.50435,0.3,0.40015,0.22875,0.30527,-0.11825,1.94,3.114,0.602,11.62224,1.45625,1.45625,14.73624
2022-04-16 03:30,0.61,0.7703,0.33875,0.42764,0.32875,0.41501,0.25125,0.31707,-0.20075,1.93,2.768,0.602,5.25768,1.52875,1.52875,8.02568
2022-04-16 03:45,0.585,0.7134,0.3325,0.40572,0.3825,0.46703,0.2575,0.31383,-0.26125,1.9,0.692,0.60375,1.10688,1.5575,1.5575,1.79888
