Facility,Noah,Noah,Noah,Noah,Noah,Noah,Noah,Noah,Noah,Noah,Noah,Noah,Noah,Noah,Noah,Noah
Meter name,1st Floor Electricity,1st Floor Res Elec Use,2nd Floor Electricity,2nd Floor Res Elec Use,3rd Floor Electricity,3rd Floor Res Elec Use,4th Floor Electricity,4th Floor Res Elec Use,Basement Elec,Electricity Use,High Flow H2O,HVAC Electricity Use,Low Flow H2O,Noah Residential Electricity Use,Total Lighting and Plug Load,Water Use
Meter id,oberlin_noah_1st_floor_e,oberlin_noah_res_1st_floor_e,oberlin_noah_2nd_floor_e,oberlin_noah_res_2nd_floor_e,oberlin_noah_3rd_floor_e,oberlin_noah_res_3rd_floor_e,oberlin_noah_4th_floor_e,oberlin_noah_res_4th_floor_e,oberlin_noah_basement_e,oberlin_noah_main_e,oberlin_noah_high_h2o,oberlin_noah_hvac_e,oberlin_noah_low_h2o,oberlin_noah_res_e,oberlin_noah_light_plug_tot_e,oberlin_noah_total_h2o

Timestamp,Noah - 1st Floor Electricity (kWh),Noah - 1st Floor Res Elec Use (kWh),Noah - 2nd Floor Electricity (kWh),Noah - 2nd Floor Res Elec Use (kWh),Noah - 3rd Floor Electricity (kWh),Noah - 3rd Floor Res Elec Use (kWh),Noah - 4th Floor Electricity (kWh),Noah - 4th Floor Res Elec Use (kWh),Noah - Basement Elec (kWh),Noah - Electricity Use (kWh),Noah - High Flow H2O (gal),Noah - HVAC Electricity Use (kWh),Noah - Low Flow H2O (gal),Noah - Noah Residential Electricity Use (kWh),Noah - Total Lighting and Plug Load (kWh),Noah - Water Use (gal)
2022-12-25 22:00,0.61625,0.72522,0.36125,0.42523,0.225,0.26504,0.13125,0.15453,-0.182,1.57,0.0,0.41825,0.89934,1.33375,1.33375,0.89934
2022-12-25 22:15,0.63375,0.75347,0.36875,0.43839,0.21,0.24889,0.13375,0.15925,-0.16275,1.6,0.0,0.4165,2.7672,1.34625,1.34625,2.7672
2022-12-25 22:30,0.62,0.75773,0.35875,0.43847,0.2175,0.26597,0.15375,0.18784,-0.1165,1.65,0.0,0.4165,1.34901,1.35,1.35,1.34901
2022-12-25 22:45,0.63375,0.77141,0.36625,0.44556,0.2325,0.28182,0.1325,0.16125,-0.1215,1.66,0.0,0.4165,1.27983,1.365,1.365,1.27983
2022-12-25 23:00,0.6125,0.73409,0.36125,0.4328,0.2475,0.29635,0.1475,0.17676,-0.14525,1.64,0.0,0.4165,0.89934,1.36875,1.36875,0.89934
2022-12-25 23:15,0.5975,0.7321,0.36625,0.44897,0.2175,0.26711,0.14,0.17181,-0.11775,1.62,0.0,0.4165,1.31442,1.32125,1.32125,1.31442
2022-12-25 23:30,0.6125,0.72721,0.365,0.43351,0.2125,0.25207,0.1325,0.15725,-0.16725,1.57,0.0,0.41475,1.31442,1.3225,1.3225,1.31442
2022-12-25 23:45,0.61625,0.73762,0.36375,0.43494,0.21875,0.2627,0.14625,0.17476,-0.1515,1.61,0.0,0.4165,0.79557,1.345,1.345,0.79557
2022-12-26 00:00,0.61125,0.69841,0.37125,0.42413,0.21875,0.24903,0.13875,0.15846,-0.22475,1.53,0.0,0.41475,1.31442,1.34,1.34,1.31442
2022-12-26 00:15,0.60625,0.68831,0.3675,0.41728,0.21625,0.2454,0.13125,0.14904,-0.23775,1.5,0.0,0.4165,1.34901,1.32125,1.32125,1.34901
2022-12-26 00:30,0.6125,0.71659,0.365,0.42727,0.21375,0.2507,0.15,0.17545,-0.186,1.57,0.0,0.41475,0.86475,1.34125,1.34125,0.86475
2022-12-26 00:45,0.6175,0.71797,0.365,0.42472,0.2175,0.25318,0.14125,0.16414,-0.196,1.56,0.0,0.41475,1.27983,1.34125,1.34125,1.27983
2022-12-26 01:00,0.60875,0.69725,0.365,0.41794,0.24625,0.28156,0.13375,0.15326,-0.21675,1.55,0.0,0.413,1.27983,1.35375,1.35375,1.27983
2022-12-26 01:15,0.6225,0.72271,0.365,0.42345,0.2425,0.28149,0.14,0.16233,-0.193,1.59,0.0,0.413,0.89934,1.37,1.37,0.89934
2022-12-26 01:30,0.6025,0.6873,0.37125,0.42334,0.2425,0.27558,0.14375,0.16381,-0.223,1.55,0.0,0.413,1.31442,1.36,1.36,1.31442
2022-12-26 01:45,0.61625,0.72777,0.365,0.43078,0.2575,0.30494,0.14125,0.16655,-0.16475,1.63,0.0,0.41475,1.27983,1.38,1.38,1.27983
2022-12-26 02:00,0.59125,0.6817,0.37125,0.42788,0.25125,0.28904,0.13125,0.15141,-0.20975,1.55,0.0,0.41475,0.89934,1.345,1.345,0.89934
2022-12-26 02:15,0.5925,0.68501,0.36625,0.42339,0.215,0.24858,0.14125,0.16303,-0.208,1.52,0.0,0.413,1.31442,1.315,1.315,1.31442
2022-12-26 02:30,0.6025,0.72382,0.3675,0.44147,0.2125,0.25576,0.14875,0.17894,-0.14425,1.6,0.0,0.413,1.34901,1.33125,1.33125,1.34901
2022-12-26 02:45,0.62125,0.72408,0.37,0.43139,0.215,0.25007,0.1325,0.15447,-0.19175,1.56,0.0,0.413,0.93393,1.33875,1.33875,0.93393
2022-12-26 03:00,0.605,0.69531,0.365,0.41946,0.22625,0.25981,0.14375,0.16542,-0.213,1.54,0.0,0.413,1.14147,1.34,1.34,1.14147
2022-12-26 03:15,0.59125,0.6969,0.3725,0.4392,0.21125,0.24895,0.14,0.16497,-0.17625,1.55,0.0,0.41125,1.34901,1.315,1.315,1.34901
2022-12-26 03:30,0.595,0.70183,0.36625,0.43198,0.2125,0.24991,0.1325,0.15629,-0.1775,1.54,0.0,0.41125,1.24524,1.30625,1.30625,1.24524
2022-12-26 03:45,0.6125,0.70531,0.375,0.43195,0.215,0.24706,0.14375,0.16572,-0.2075,1.55,0.0,0.41125,0.86475,1.34625,1.34625,0.86475
2022-12-26 04:00,0.60625,0.69726,0.3675,0.42263,0.23,0.2648,0.14375,0.16528,-0.2105,1.55,0.0,0.413,1.34901,1.3475,1.3475,1.34901
2022-12-26 04:15,0.615,0.70216,0.3675,0.41961,0.225,0.25689,0.1325,0.15134,-0.22125,1.53,0.0,0.41125,1.31442,1.34,1.34,1.31442
2022-12-26 04:30,0.60125,0.70849,0.37375,0.44056,0.22875,0.26862,0.155,0.18233,-0.17175,1.6,0.0,0.413,1.07229,1.35875,1.35875,1.07229
2022-12-26 04:45,0.6175,0.71861,0.37,0.43056,0.22875,0.26663,0.1325,0.15421,-0.19175,1.57,0.0,0.413,1.0377,1.34875,1.34875,1.0377
2022-12-26 05:00,0.6175,0.70435,0.37,0.42246,0.23,0.26193,0.1325,0.15127,-0.22125,1.54,0.0,0.41125,1.31442,1.35,1.35,1.31442
2022-12-26 05:15,0.5975,0.68871,0.36875,0.42507,0.2125,0.24489,0.14,0.16135,-0.21,1.52,0.0,0.41125,1.34901,1.31875,1.31875,1.34901
2022-12-26 05:30,0.59875,0.7007,0.37125,0.43421,0.215,0.25163,0.14,0.16345,-0.18625,1.55,0.0,0.41125,0.86475,1.325,1.325,0.86475
2022-12-26 05:45,0.59875,0.68544,0.36875,0.42228,0.21,0.24044,0.15,0.17184,-0.21875,1.52,0.0,0.41125,1.34901,1.3275,1.3275,1.34901
2022-12-26 06:00,0.605,0.69279,0.375,0.42916,0.23,0.26339,0.135,0.15465,-0.2145,1.54,0.0,0.4095,0.89934,1.345,1.345,0.89934
2022-12-26 06:15,0.59,0.69264,0.37125,0.43573,0.2375,0.27892,0.13875,0.16272,-0.177,1.57,0.0,0.4095,1.34901,1.3375,1.3375,1.34901
2022-12-26 06:30,0.5825,0.68139,0.37125,0.43432,0.23625,0.27631,0.14375,0.16801,-0.185,1.56,0.0,0.41125,2.90556,1.33375,1.33375,2.90556
2022-12-26 06:45,0.58625,0.68631,0.3675,0.43045,0.24,0.281,0.13,0.15225,-0.18325,1.55,0.0,0.4095,0.93393,1.32375,1.32375,0.93393
2022-12-26 07:00,0.6075,0.68928,0.37125,0.42099,0.255,0.28929,0.1325,0.15046,-0.2275,1.55,0.0,0.41125,0.93393,1.36625,1.36625,0.93393
2022-12-26 07:15,0.60625,0.70756,0.36625,0.42754,0.22875,0.26715,0.1525,0.17776,-0.185,1.58,0.0,0.41125,1.27983,1.35375,1.35375,1.27983
2022-12-26 07:30,0.60625,0.71594,0.37125,0.43845,0.2275,0.26784,0.13375,0.15783,-0.16825,1.58,0.0,0.4095,0.89934,1.33875,1.33875,0.89934
2022-12-26 07:45,0.575,0.60161,0.3725,0.38953,0.2275,0.23745,0.155,0.16146,-0.3495,1.39,0.0,0.4095,0.93393,1.33,1.33,0.93393
2022-12-26 08:00,0.59625,0.60178,0.38,0.38372,0.22,0.22204,0.13125,0.13243,-0.39875,1.34,0.0,0.41125,1.3836,1.3275,1.3275,1.3836
2022-12-26 08:15,0.56625,0.57983,0.3725,0.3814,0.21125,0.21571,0.13,0.13309,-0.383,1.31,0.0,0.413,0.89934,1.28,1.28,0.89934
2022-12-26 08:30,0.585,0.5811,0.37125,0.36872,0.21125,0.2093,0.1425,0.14087,-0.42125,1.3,0.0,0.41125,0.86475,1.31,1.31,0.86475
2022-12-26 08:45,0.5775,0.59073,0.375,0.38367,0.22,0.22515,0.1375,0.14044,-0.38125,1.34,0.0,0.41125,0.89934,1.31,1.31,0.89934
2022-12-26 09:00,0.59375,0.58436,0.3725,0.3668,0.22125,0.21751,0.14375,0.14131,-0.4325,1.31,0.0,0.41125,1.3836,1.33125,1.33125,1.3836
2022-12-26 09:15,0.58125,0.59454,0.37375,0.38252,0.215,0.21956,0.15,0.15339,-0.38125,1.35,0.0,0.41125,0.89934,1.32,1.32,0.89934
2022-12-26 09:30,0.5725,0.58082,0.3725,0.37786,0.21375,0.21684,0.1325,0.13445,-0.39425,1.31,0.0,0.413,0.83016,1.29125,1.29125,0.83016
2022-12-26 09:45,0.575,0.56398,0.36625,0.35947,0.23,0.22588,0.14375,0.14067,-0.43625,1.29,0.0,0.41125,0.93393,1.315,1.315,0.93393
2022-12-26 10:00,0.5825,0.58885,0.37125,0.37507,0.23125,0.23339,0.13125,0.13268,-0.39925,1.33,0.0,0.413,1.3836,1.31625,1.31625,1.3836
2022-12-26 10:15,0.58,0.57739,0.36875,0.36663,0.21625,0.21534,0.13125,0.13062,-0.41925,1.29,0.0,0.413,0.89934,1.29625,1.29625,0.89934
2022-12-26 10:30,0.5825,0.60242,0.36625,0.37853,0.215,0.22192,0.15125,0.15711,-0.368,1.36,0.0,0.413,0.89934,1.315,1.315,0.89934
2022-12-26 10:45,0.5725,0.58261,0.3675,0.37388,0.23125,0.23477,0.14625,0.14874,-0.3905,1.34,0.0,0.413,0.89934,1.3175,1.3175,0.89934
2022-12-26 11:00,0.58125,0.56777,0.36125,0.35311,0.23,0.22464,0.1375,0.13449,-0.44125,1.28,0.0,0.41125,0.93393,1.31,1.31,0.93393
2022-12-26 11:15,0.5875,0.60162,0.36625,0.37527,0.23375,0.23967,0.14,0.14339,-0.3805,1.36,0.0,0.413,1.27983,1.3275,1.3275,1.27983
2022-12-26 11:30,0.58125,0.57914,0.365,0.36417,0.23625,0.23582,0.13125,0.13088,-0.41675,1.31,0.0,0.413,0.89934,1.31375,1.31375,0.89934
2022-12-26 11:45,0.55375,0.56079,0.36375,0.36825,0.2325,0.23524,0.14375,0.14573,-0.39675,1.31,0.0,0.413,0.86475,1.29375,1.29375,0.86475
2022-12-26 12:00,0.5575,0.5621,0.3625,0.36528,0.25375,0.2566,0.135,0.13603,-0.4,1.32,0.0,0.41125,0.89934,1.30875,1.30875,0.89934
2022-12-26 12:15,0.57375,0.57208,0.36375,0.36272,0.22875,0.228,0.1475,0.14719,-0.415,1.31,0.0,0.41125,1.31442,1.31375,1.31375,1.31442
2022-12-26 12:30,0.55,0.56292,0.36375,0.37224,0.2275,0.23297,0.14875,0.15189,-0.383,1.32,0.0,0.413,0.86475,1.29,1.29,0.86475
2022-12-26 12:45,0.5525,0.54945,0.35875,0.3567,0.2225,0.22092,0.13375,0.13294,-0.41875,1.26,0.0,0.41125,0.83016,1.2675,1.2675,0.83016
2022-12-26 13:00,0.5625,0.56151,0.3575,0.35676,0.22875,0.22844,0.13375,0.13324,-0.41375,1.28,0.0,0.41125,0.86475,1.2825,1.2825,0.86475
2022-12-26 13:15,0.56625,0.57817,0.3575,0.3649,0.21125,0.21539,0.13875,0.14154,-0.385,1.3,0.0,0.41125,1.31442,1.27375,1.27375,1.31442
2022-12-26 13:30,0.54875,0.56255,0.355,0.36394,0.215,0.22037,0.13,0.13311,-0.37825,1.28,0.0,0.4095,0.79557,1.24875,1.24875,0.79557
2022-12-26 13:45,0.5475,0.54948,0.35875,0.35993,0.22875,0.22845,0.16125,0.16217,-0.40925,1.3,0.0,0.413,0.86475,1.29625,1.29625,0.86475
2022-12-26 14:00,0.55625,0.55506,0.35875,0.35809,0.23625,0.23573,0.14125,0.14109,-0.41375,1.29,0.0,0.41125,0.86475,1.2925,1.2925,0.86475
2022-12-26 14:15,0.5675,0.57606,0.36,0.36521,0.2125,0.21551,0.13125,0.1332,-0.39425,1.29,0.0,0.413,1.31442,1.27125,1.27125,1.31442
2022-12-26 14:30,0.56125,0.57338,0.355,0.36237,0.215,0.21971,0.14125,0.14452,-0.38375,1.3,0.0,0.41125,0.86475,1.2725,1.2725,0.86475
2022-12-26 14:45,0.5425,0.55729,0.35375,0.36315,0.21625,0.22226,0.13375,0.13732,-0.3775,1.28,0.0,0.41125,0.83016,1.24625,1.24625,0.83016
2022-12-26 15:00,0.54125,0.54763,0.35375,0.35776,0.225,0.22782,0.135,0.13677,-0.3945,1.27,0.0,0.4095,0.89934,1.255,1.255,0.89934
2022-12-26 15:15,0.57375,0.58192,0.355,0.35991,0.225,0.22746,0.14875,0.15072,-0.392,1.32,0.0,0.4095,0.86475,1.3025,1.3025,0.86475
2022-12-26 15:30,0.55875,0.56489,0.35625,0.3602,0.22375,0.2271,0.14625,0.14783,-0.3945,1.3,0.0,0.4095,1.34901,1.285,1.285,1.34901
2022-12-26 15:45,0.56625,0.58301,0.35375,0.36377,0.21875,0.22492,0.14375,0.14827,-0.372,1.32,0.0,0.4095,0.83016,1.2825,1.2825,0.83016
2022-12-26 16:00,0.56625,0.57782,0.355,0.36209,0.2225,0.22616,0.13125,0.13392,-0.38625,1.3,0.0,0.41125,0.93393,1.275,1.275,0.93393
2022-12-26 16:15,0.56,0.5733,0.35375,0.36228,0.22625,0.23132,0.13,0.13313,-0.38125,1.3,0.0,0.41125,0.86475,1.27,1.27,0.86475
2022-12-26 16:30,0.57875,0.59113,0.355,0.36272,0.23625,0.24076,0.1425,0.14537,-0.382,1.34,0.0,0.4095,0.89934,1.3125,1.3125,0.89934
2022-12-26 16:45,0.5525,0.56312,0.3525,0.35928,0.24875,0.25374,0.14125,0.14386,-0.3845,1.32,0.0,0.4095,0.89934,1.295,1.295,0.89934
2022-12-26 17:00,0.57375,0.58833,0.3525,0.36139,0.25625,0.26246,0.15375,0.15782,-0.37575,1.37,0.0,0.4095,1.24524,1.33625,1.33625,1.24524
2022-12-26 17:15,0.585,0.69633,0.35375,0.42102,0.235,0.28032,0.13625,0.16234,-0.15775,1.56,0.0,0.40775,0.89934,1.31,1.31,0.89934
2022-12-26 17:30,0.5925,0.69614,0.35375,0.41603,0.21625,0.25349,0.13125,0.15436,-0.18325,1.52,0.0,0.4095,0.89934,1.29375,1.29375,0.89934
2022-12-26 17:45,0.58,0.67131,0.35375,0.40943,0.21875,0.25309,0.14375,0.16619,-0.2075,1.5,0.0,0.41125,0.89934,1.29625,1.29625,0.89934
2022-12-26 18:00,0.56875,0.67941,0.3525,0.42048,0.23,0.27501,0.13,0.15514,-0.1625,1.53,0.0,0.41125,0.83016,1.28125,1.28125,0.83016
2022-12-26 18:15,0.57875,0.66908,0.35625,0.4116,0.22625,0.2617,0.145,0.16762,-0.2075,1.51,0.0,0.41125,0.89934,1.30625,1.30625,0.89934
2022-12-26 18:30,0.5825,0.70906,0.34625,0.42125,0.215,0.2616,0.14625,0.17815,-0.133,1.57,0.0,0.413,2.73261,1.29,1.29,2.73261
2022-12-26 18:45,0.58375,0.69073,0.355,0.42003,0.22,0.26074,0.1425,0.16851,-0.1725,1.54,0.0,0.41125,0.86475,1.30125,1.30125,0.86475
2022-12-26 19:00,0.5775,0.67798,0.3475,0.40799,0.22,0.25819,0.14125,0.16586,-0.1875,1.51,0.0,0.41125,0.89934,1.28625,1.28625,0.89934
2022-12-26 19:15,0.57125,0.70361,0.3525,0.43377,0.2125,0.26102,0.13125,0.16162,-0.11875,1.56,0.0,0.41125,0.79557,1.2675,1.2675,0.79557
2022-12-26 19:30,0.595,0.70354,0.35,0.41392,0.21625,0.25439,0.13375,0.15816,-0.17625,1.53,0.0,0.41125,0.89934,1.295,1.295,0.89934
2022-12-26 19:45,0.5675,0.70455,0.35375,0.43915,0.2225,0.27538,0.15375,0.19091,-0.09875,1.61,0.0,0.41125,0.86475,1.2975,1.2975,0.86475
2022-12-26 20:00,0.57875,0.71209,0.35125,0.43224,0.23875,0.29419,0.13125,0.16153,-0.11125,1.6,0.0,0.41125,0.86475,1.3,1.3,0.86475
2022-12-26 20:15,0.58625,0.72023,0.345,0.42384,0.21875,0.26873,0.1525,0.18726,-0.112,1.6,0.0,0.4095,0.86475,1.3025,1.3025,0.86475
2022-12-26 20:30,0.58875,0.7391,0.35125,0.44104,0.215,0.27043,0.135,0.16946,-0.08125,1.62,0.0,0.41125,0.89934,1.29,1.29,0.89934
2022-12-26 20:45,0.5725,0.68986,0.34875,0.42015,0.225,0.27051,0.1325,0.15952,-0.15175,1.54,0.0,0.413,19.40499,1.27875,1.27875,19.40499
2022-12-26 21:00,0.56,0.68467,0.35125,0.42895,0.23375,0.28517,0.14875,0.18122,-0.12675,1.58,0.0,0.413,10.79208,1.29375,1.29375,10.79208
2022-12-26 21:15,0.57375,0.71429,0.35,0.43582,0.225,0.28018,0.13625,0.16974,-0.09625,1.6,0.0,0.41125,0.86475,1.285,1.285,0.86475
2022-12-26 21:30,0.58625,0.72009,0.3525,0.43302,0.24,0.29514,0.14,0.17172,-0.11,1.62,0.0,0.41125,0.93393,1.31875,1.31875,0.93393
2022-12-26 21:45,0.59,0.69296,0.34875,0.40976,0.24375,0.28697,0.145,0.17029,-0.1805,1.56,0.0,0.413,0.89934,1.3275,1.3275,0.89934
2022-12-26 22:00,0.57375,0.69614,0.35,0.42446,0.24125,0.29266,0.1375,0.16675,-0.1355,1.58,0.0,0.413,0.79557,1.3025,1.3025,0.79557
2022-12-26 22:15,0.56375,0.70449,0.35,0.43714,0.23375,0.29209,0.14125,0.17632,-0.09175,1.61,0.0,0.413,0.93393,1.28875,1.28875,0.93393
2022-12-26 22:30,0.56875,0.68428,0.35,0.42097,0.22,0.26353,0.1425,0.17124,-0.156,1.54,0.0,0.41475,0.89934,1.28125,1.28125,0.89934
2022-12-26 22:45,0.5575,0.68222,0.34875,0.42697,0.22625,0.27667,0.1425,0.17418,-0.128,1.56,0.0,0.413,0.89934,1.275,1.275,0.89934
2022-12-26 23:00,0.56875,0.67045,0.34875,0.41116,0.23125,0.27234,0.1325,0.1561,-0.18425,1.51,0.0,0.413,1.31442,1.28125,1.28125,1.31442
2022-12-26 23:15,0.56875,0.67664,0.34875,0.41459,0.22375,0.26522,0.1375,0.16357,-0.17175,1.52,0.0,0.413,0.89934,1.27875,1.27875,0.89934
2022-12-26 23:30,0.5625,0.67343,0.35625,0.42659,0.21625,0.25915,0.15125,0.18085,-0.15925,1.54,0.0,0.413,0.89934,1.28625,1.28625,0.89934
2022-12-26 23:45,0.57625,0.67993,0.35125,0.41407,0.23875,0.28202,0.13875,0.16401,-0.178,1.54,0.0,0.413,0.89934,1.305,1.305,0.89934
2022-12-27 00:00,0.5475,0.6365,0.34875,0.40518,0.2225,0.25876,0.14625,0.16959,-0.208,1.47,0.0,0.413,0.79557,1.265,1.265,0.79557
2022-12-27 00:15,0.565,0.66264,0.34875,0.40931,0.215,0.25271,0.1325,0.1554,-0.1925,1.48,0.0,0.41125,0.96852,1.26125,1.26125,0.96852
2022-12-27 00:30,0.585,0.6893,0.35125,0.41415,0.21375,0.25192,0.13125,0.15466,-0.1825,1.51,0.0,0.41125,1.17606,1.28125,1.28125,1.17606
2022-12-27 00:45,0.57375,0.66571,0.34875,0.40457,0.225,0.26025,0.14625,0.1695,-0.20675,1.5,0.0,0.413,1.07229,1.29375,1.29375,1.07229
2022-12-27 01:00,0.5625,0.67198,0.34875,0.41681,0.2175,0.25966,0.14375,0.17156,-0.16375,1.52,0.0,0.41125,0.83016,1.2725,1.2725,0.83016
2022-12-27 01:15,0.555,0.65066,0.35125,0.41161,0.215,0.25188,0.15,0.17588,-0.1925,1.49,0.0,0.41125,0.83016,1.27125,1.27125,0.83016
2022-12-27 01:30,0.5575,0.64988,0.3425,0.39921,0.2175,0.2535,0.135,0.15741,-0.2055,1.46,0.0,0.413,0.89934,1.2525,1.2525,0.89934
2022-12-27 01:45,0.56125,0.6568,0.35,0.40976,0.2275,0.26693,0.13375,0.15658,-0.1955,1.49,0.0,0.413,1.34901,1.2725,1.2725,1.34901
2022-12-27 02:00,0.55125,0.6491,0.345,0.40623,0.2275,0.26866,0.14125,0.16604,-0.188,1.49,0.0,0.413,0.83016,1.265,1.265,0.83016
2022-12-27 02:15,0.53875,0.63512,0.345,0.40651,0.24,0.28358,0.13125,0.15479,-0.188,1.48,0.0,0.413,0.89934,1.255,1.255,0.89934
2022-12-27 02:30,0.53625,0.62951,0.34875,0.40947,0.25125,0.29497,0.15875,0.18608,-0.188,1.52,0.0,0.413,0.89934,1.295,1.295,0.89934
2022-12-27 02:45,0.5675,0.64938,0.345,0.39477,0.255,0.29135,0.14375,0.16451,-0.22425,1.5,0.0,0.413,1.31442,1.31125,1.31125,1.31442
2022-12-27 03:00,0.5475,0.65938,0.34625,0.41711,0.2375,0.28547,0.13125,0.15806,-0.1555,1.52,0.0,0.413,0.83016,1.2625,1.2625,0.83016
2022-12-27 03:15,0.54375,0.63387,0.3425,0.39975,0.2325,0.27153,0.14125,0.16486,-0.203,1.47,0.0,0.413,0.89934,1.26,1.26,0.89934
2022-12-27 03:30,0.53625,0.63995,0.34375,0.41044,0.2175,0.25973,0.13375,0.1599,-0.17425,1.47,0.0,0.413,0.86475,1.23125,1.23125,0.86475
2022-12-27 03:45,0.525,0.60763,0.3425,0.3967,0.22625,0.26243,0.14125,0.16329,-0.218,1.43,0.0,0.413,1.41819,1.235,1.235,1.41819
2022-12-27 04:00,0.545,0.64535,0.345,0.4086,0.2175,0.25726,0.15125,0.17882,-0.18175,1.49,0.0,0.413,0.79557,1.25875,1.25875,0.79557
2022-12-27 04:15,0.53375,0.64595,0.345,0.41747,0.21375,0.25879,0.13875,0.16783,-0.15425,1.49,0.0,0.413,0.89934,1.23125,1.23125,0.89934
2022-12-27 04:30,0.52125,0.6093,0.34125,0.39883,0.2175,0.25407,0.14375,0.16781,-0.20675,1.43,0.0,0.413,0.89934,1.22375,1.22375,0.89934
2022-12-27 04:45,0.53625,0.63027,0.34,0.3998,0.22625,0.26564,0.13125,0.15427,-0.195,1.45,0.0,0.41125,1.34901,1.23375,1.23375,1.34901
2022-12-27 05:00,0.54125,0.63384,0.34,0.39828,0.22625,0.26406,0.14,0.16382,-0.19875,1.46,0.0,0.41125,0.89934,1.2475,1.2475,0.89934
2022-12-27 05:15,0.53375,0.63558,0.34,0.40491,0.24,0.2859,0.1375,0.16364,-0.17425,1.49,0.0,0.413,0.86475,1.25125,1.25125,0.86475
2022-12-27 05:30,0.52125,0.62299,0.3425,0.40927,0.2225,0.26463,0.145,0.17312,-0.1725,1.47,0.0,0.41125,0.93393,1.23125,1.23125,0.93393
2022-12-27 05:45,0.5275,0.60691,0.33875,0.38945,0.22625,0.25952,0.15125,0.17411,-0.22325,1.43,0.0,0.4095,1.34901,1.24375,1.24375,1.34901
2022-12-27 06:00,0.545,0.65379,0.3375,0.40507,0.2125,0.25517,0.13,0.15595,-0.1645,1.47,0.0,0.4095,0.93393,1.225,1.225,0.93393
2022-12-27 06:15,0.56125,0.65917,0.3375,0.39599,0.215,0.25194,0.13875,0.16289,-0.19375,1.47,0.0,0.41125,0.93393,1.2525,1.2525,0.93393
2022-12-27 06:30,0.53875,0.63756,0.34125,0.40369,0.21125,0.24916,0.135,0.15963,-0.18575,1.45,0.0,0.4095,0.83016,1.22625,1.22625,0.83016
2022-12-27 06:45,0.51625,0.61125,0.3375,0.3995,0.22875,0.2708,0.1425,0.16848,-0.1845,1.45,0.0,0.4095,0.93393,1.225,1.225,0.93393
2022-12-27 07:00,0.53375,0.63165,0.3375,0.39962,0.21125,0.24925,0.14375,0.1695,-0.18575,1.45,0.0,0.4095,3.52818,1.22625,1.22625,3.52818
2022-12-27 07:15,0.58375,0.71504,0.33875,0.41498,0.24125,0.29552,0.1425,0.17445,-0.11575,1.6,0.0,0.4095,8.26701,1.30625,1.30625,8.26701
2022-12-27 07:30,0.63125,0.76954,0.33625,0.41159,0.235,0.28799,0.14,0.17087,-0.112,1.64,1.038,0.4095,9.16635,1.3425,1.3425,10.20435
2022-12-27 07:45,0.7075,0.7506,0.33625,0.35632,0.24625,0.26209,0.1325,0.14099,-0.322,1.51,0.0,0.4095,3.14769,1.4225,1.4225,3.14769
2022-12-27 08:00,0.6725,0.71168,0.33625,0.35583,0.25125,0.26571,0.13875,0.14679,-0.32825,1.48,0.0,0.4095,0.96852,1.39875,1.39875,0.96852
2022-12-27 08:15,0.6425,0.64325,0.34125,0.34156,0.24875,0.24886,0.14625,0.14633,-0.40825,1.38,0.0,0.4095,0.93393,1.37875,1.37875,0.93393
2022-12-27 08:30,0.6,0.61299,0.33875,0.34612,0.22125,0.22667,0.13125,0.13421,-0.38075,1.32,0.0,0.4095,0.93393,1.29125,1.29125,0.93393
2022-12-27 08:45,0.68375,0.58885,0.34375,0.29701,0.22125,0.19346,0.28875,0.23066,-0.637,1.31,0.0,0.4095,1.59114,1.5375,1.5375,1.59114
2022-12-27 09:00,0.6575,0.65404,0.34,0.33865,0.2125,0.21076,0.2125,0.20654,-0.422,1.41,1.384,0.4095,3.94326,1.4225,1.4225,5.32726
2022-12-27 09:15,0.59375,0.61223,0.33625,0.34696,0.21375,0.22017,0.13625,0.14065,-0.3695,1.32,3.46,0.4095,7.19472,1.28,1.28,10.65472
2022-12-27 09:30,0.58625,0.59885,0.34375,0.35116,0.2225,0.22759,0.14875,0.15238,-0.38075,1.33,0.0,0.4095,0.83016,1.30125,1.30125,0.83016
2022-12-27 09:45,0.54125,0.5611,0.33625,0.34876,0.2175,0.22524,0.13,0.13492,-0.36625,1.27,0.0,0.41125,0.83016,1.225,1.225,0.83016
2022-12-27 10:00,0.6025,0.61565,0.3325,0.33991,0.2175,0.22275,0.13875,0.14166,-0.38075,1.32,0.0,0.4095,4.08162,1.29125,1.29125,4.08162
2022-12-27 10:15,0.8375,0.84848,0.335,0.3388,0.2125,0.21493,0.14625,0.14778,-0.39075,1.55,0.0,0.4095,0.93393,1.53125,1.53125,0.93393
2022-12-27 10:30,0.665,0.65863,0.33,0.32677,0.225,0.22323,0.1325,0.13136,-0.422,1.34,0.0,0.4095,1.07229,1.3525,1.3525,1.07229
2022-12-27 10:45,0.6025,0.6032,0.325,0.32598,0.22875,0.22801,0.1525,0.15279,-0.4065,1.31,0.0,0.40775,0.86475,1.30875,1.30875,0.86475
2022-12-27 11:00,0.60125,0.62951,0.3175,0.33248,0.23,0.24055,0.13125,0.13743,-0.3495,1.34,0.0,0.4095,1.00311,1.28,1.28,1.00311
2022-12-27 11:15,0.615,0.63616,0.31375,0.32482,0.22625,0.23405,0.14,0.14498,-0.3645,1.34,0.0,0.4095,0.93393,1.295,1.295,0.93393
